,id,img_name,img_generation_promt,rating
3298,7314,"6_A_high_quality_4k_render_of_an_industrial_steam_line,_the_blue_color_is_from_the_background..jpg","6_A_high_quality_4k_render_of_an_industrial_steam_line,_the_blue_color_is_from_the_background.",2
3299,7319,"6_The_wall_itself,_it's_own_image_in_the_background_of_a_bathroom_with_a_window,_an_outside_window,_a_reflection_on_the_outside_wa.jpg","6_The_wall_itself,_it's_own_image_in_the_background_of_a_bathroom_with_a_window,_an_outside_window,_a_reflection_on_the_outside_wa",2
3300,7323,6_Close-up_and_inside_of_futuristic_sci-fi_white_and_gold-plated_concept_cars_by_zaha_hadid..jpg,6_Close up_and_inside_of_futuristic_sci fi_white_and_gold plated_concept_cars_by_zaha_hadid.,2
3301,7325,4_A_close_up_of_an_object_that_does_not_get_out_of_focus..jpg,4_A_close_up_of_an_object_that_does_not_get_out_of_focus.,2
3302,7328,"6_A_custom,_3d,_seamless_glass_tube,_smooth,_natural,_realistic,_smooth,_4k,_Octane_render..jpg","6_A_custom,_3d,_seamless_glass_tube,_smooth,_natural,_realistic,_smooth,_4k,_Octane_render.",2
3303,7352,"6_A_close_up_of_a_leaf,_realistic_realism,_hdr..jpg","6_A_close_up_of_a_leaf,_realistic_realism,_hdr.",4
3304,7354,4_3d_hyper_detailed_realistic_3d_model_in_high_poly..jpg,4_3d_hyper_detailed_realistic_3d_model_in_high_poly.,2
3305,7371,"6_Vintage,_sci-Fi,_retro_futuristic_futuristic_car_concepts,_art,_photography,_automotive_design,_photography,_2d,_texture..jpg","6_Vintage,_sci Fi,_retro_futuristic_futuristic_car_concepts,_art,_photography,_automotive_design,_photography,_2d,_texture.",2
3306,7374,6_Old_black_&_white_picture_with_a_black_background_and_white_details..jpg,6_Old_black_&_white_picture_with_a_black_background_and_white_details.,2
3307,7376,"6_Black_and_white_macro_photo,_3_k_high_macro_photography,_depth_of_perspective,_depth_of_field,_high_resolution..jpg","6_Black_and_white_macro_photo,_3_k_high_macro_photography,_depth_of_perspective,_depth_of_field,_high_resolution.",4
3308,7389,"6_Macro_of_a_leaf_(not_a_flower)_organic_structure_with_2_tiny_yellow_flowers,_realistic_4_k_hdr..jpg","6_Macro_of_a_leaf_(not_a_flower)_organic_structure_with_2_tiny_yellow_flowers,_realistic_4_k_hdr.",4
3309,7402,"6_A_small_structure_with_a_door_with_no_obvious_roof,_inside_is_a_very_detailed_dark_and_light_area,_rust_texture,_highly_realisti.jpg","6_A_small_structure_with_a_door_with_no_obvious_roof,_inside_is_a_very_detailed_dark_and_light_area,_rust_texture,_highly_realisti",2
3310,7405,"6_Hyper_realistic_close_up_blood_on_tile,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_artstation,_octa.jpg","6_Hyper_realistic_close_up_blood_on_tile,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_artstation,_octa",2
3311,7411,6_A_seamless_pattern_of_close_up_of_a_3d_futuristic_sci-fi..jpg,6_A_seamless_pattern_of_close_up_of_a_3d_futuristic_sci fi.,4
3312,7432,6_The_internal_anatomical_structure_of_the_brain_in_close_detail..jpg,6_The_internal_anatomical_structure_of_the_brain_in_close_detail.,2
3313,7438,"6_Abstract_deco_art_of_chaotic_painted_textures_in_a_beautiful_and_soothing_natural_tones_inspired_by_life,_nature_and_other_abstr.jpg","6_Abstract_deco_art_of_chaotic_painted_textures_in_a_beautiful_and_soothing_natural_tones_inspired_by_life,_nature_and_other_abstr",4
3314,7439,"6_Ultra_detail,_micro_detail,_and_photo_realistic_closeup..jpg","6_Ultra_detail,_micro_detail,_and_photo_realistic_closeup.",2
3315,7441,"6_Ultra_realistic_and_detailed,_with_multiple_levels,_ultra_high_definition,_phot..jpg","6_Ultra_realistic_and_detailed,_with_multiple_levels,_ultra_high_definition,_phot.",2
3316,7442,6_A_seamless_pattern_of_close-up_of_3d_futuristic..jpg,6_A_seamless_pattern_of_close up_of_3d_futuristic.,2
3317,7445,"6_Close_up_of_flowers,_light_and_dark_tones_of_flowers..jpg","6_Close_up_of_flowers,_light_and_dark_tones_of_flowers.",4
3318,7450,"6_A_photo_from_a_landscape_with_an_ultra_detailed_rock_formation,_detail_pic_pic,_photo_shot_from_airplane,_photo_of_a_mountain_at.jpg","6_A_photo_from_a_landscape_with_an_ultra_detailed_rock_formation,_detail_pic_pic,_photo_shot_from_airplane,_photo_of_a_mountain_at",4
3319,7456,6_A_photo_of_one_hyper_detailed_close_up_skin..jpg,6_A_photo_of_one_hyper_detailed_close_up_skin.,2
3320,7472,6_A_very_realistic_and_natural_looking_texture_mapped_stone_texture..jpg,6_A_very_realistic_and_natural_looking_texture_mapped_stone_texture.,4
3321,7473,"6_Abstract_painting,_naturalist,_acrylic,_color_palette,_vivid_blue..jpg","6_Abstract_painting,_naturalist,_acrylic,_color_palette,_vivid_blue.",4
3322,7481,"6_A_super_high_resolution,_super_detailed,_hyper_realistic,_color_map,..jpg","6_A_super_high_resolution,_super_detailed,_hyper_realistic,_color_map,.",2
3323,7482,"6_The_ultimate_4_k_super_macro,_a_hyper_realistic_super_macro_of..jpg","6_The_ultimate_4_k_super_macro,_a_hyper_realistic_super_macro_of.",2
3324,7489,6_Super_close_up_macrophotograph_of_marine_plant_by_aki..jpg,6_Super_close_up_macrophotograph_of_marine_plant_by_aki.,4
3325,7502,"6_A_closeup_of_an_open,_round_organ_structure_with_internal_tubes_and_fibers_inside_of_it..jpg","6_A_closeup_of_an_open,_round_organ_structure_with_internal_tubes_and_fibers_inside_of_it.",2
3326,7511,"4_Iron_ore_in_stone_texture_and_water,_2x,_8_k..jpg","4_Iron_ore_in_stone_texture_and_water,_2x,_8_k.",4
3327,7519,"6_Lascaux_grooves,_8_k_hd_with_a_slight_texture_bumpiness..jpg","6_Lascaux_grooves,_8_k_hd_with_a_slight_texture_bumpiness.",2
3328,7524,"6_Portrait_super_macro_blood_on_tar,_color_filter..jpg","6_Portrait_super_macro_blood_on_tar,_color_filter.",2
3329,7527,6_It_is_bright_and_dark_from_the_sky_to_black_and_white_with_white_color_text..jpg,6_It_is_bright_and_dark_from_the_sky_to_black_and_white_with_white_color_text.,2
3330,7552,"4_Ocean_waves,_beach_sand,_close_up,_color_burst_waves,_realistic_color_burst_waves,_realistic_waves,_ocean_waves,_close_up,_color.jpg","4_Ocean_waves,_beach_sand,_close_up,_color_burst_waves,_realistic_color_burst_waves,_realistic_waves,_ocean_waves,_close_up,_color",4
3331,7562,4_A_small_and_delicate_leaf_floating_down_from_the_top_of_a_tree_branch..jpg,4_A_small_and_delicate_leaf_floating_down_from_the_top_of_a_tree_branch.,2
3332,7568,"4_Abstract_texture,_rust_texture_blood_on_tar,_original,_original_art_with_amazing_textured_background,_colorful_art,_octane_rende.jpg","4_Abstract_texture,_rust_texture_blood_on_tar,_original,_original_art_with_amazing_textured_background,_colorful_art,_octane_rende",4
3333,7570,4_A_perfect_example_that_I_found_online_where_a_photo_or_sculpture_was_used_as_a_texture..jpg,4_A_perfect_example_that_I_found_online_where_a_photo_or_sculpture_was_used_as_a_texture.,2
3334,7576,"4_Baking_is_done,_just_the_text_needs_one_more_hour,_final_render..jpg","4_Baking_is_done,_just_the_text_needs_one_more_hour,_final_render.",2
3335,7579,"4_Flowers_and_a_tree_with_gray_background,_no_shadows,_3..jpg","4_Flowers_and_a_tree_with_gray_background,_no_shadows,_3.",4
3336,7585,"4_A_beautiful_still_life_shot_with_a_beautiful_antique_teapot,_close-up_photo,_a_photo_of_a_coffee_table,_a_close-up_of_the_photo,.jpg","4_A_beautiful_still_life_shot_with_a_beautiful_antique_teapot,_close up_photo,_a_photo_of_a_coffee_table,_a_close up_of_the_photo,",2
3337,7590,4_A_photo_of_the_world_map_with_a_background_effect_to_a_dark_room..jpg,4_A_photo_of_the_world_map_with_a_background_effect_to_a_dark_room.,2
3338,7597,"4_HD_Photo,_HDR,_Boudoir,_Boudoir_Photo,_Boudoir_Photography,_Boudoir_Photography..jpg","4_HD_Photo,_HDR,_Boudoir,_Boudoir_Photo,_Boudoir_Photography,_Boudoir_Photography.",2
3339,7604,"4_A_seamless_texture_of_a_tree_full_of_red_autumn_autumn_leaves_in_the_background,_red_leaves,_real_tree..jpg","4_A_seamless_texture_of_a_tree_full_of_red_autumn_autumn_leaves_in_the_background,_red_leaves,_real_tree.",4
3340,7609,"4_Super_realistic_blood_splatter_detailed,_accurate,_ultra_detailed,..jpg","4_Super_realistic_blood_splatter_detailed,_accurate,_ultra_detailed,.",2
3341,7611,"4_Hyper_detailed_leaf_textures,_very_realistic_but_detailed,_art_by_nikolai_oleynik,_ultra_detailed,_super_macro,_photorealistic,_.jpg","4_Hyper_detailed_leaf_textures,_very_realistic_but_detailed,_art_by_nikolai_oleynik,_ultra_detailed,_super_macro,_photorealistic,_",4
3342,7613,4_Abstract_painting_abstract_work_done_with_oil_on_canvas..jpg,4_Abstract_painting_abstract_work_done_with_oil_on_canvas.,4
3343,7615,"4_A_leafy_green_plant_with_red_veins_and_small_dots,_realistic_leaves,_vivid_greens,_and_realistic_blue_sky..jpg","4_A_leafy_green_plant_with_red_veins_and_small_dots,_realistic_leaves,_vivid_greens,_and_realistic_blue_sky.",4
3344,7617,4_The_design_of_the_car:_it_shows_its_design_and_appearance..jpg,4_The_design_of_the_car:_it_shows_its_design_and_appearance.,2
3346,7634,"4_A_real_hd_png_full_color,_realistic_close_up_photo_of,_close_up,_very_detailed_texture,..jpg","4_A_real_hd_png_full_color,_realistic_close_up_photo_of,_close_up,_very_detailed_texture,.",2
3347,7643,"4_Fuzzy_looking,_with_grey_backgrounds_and_random_colors..jpg","4_Fuzzy_looking,_with_grey_backgrounds_and_random_colors.",2
3348,7674,"4_High_quality_4_k_hd,_highly_compressed_video,_3_000_000_tpi,_4:4:4:4..jpg","4_High_quality_4_k_hd,_highly_compressed_video,_3_000_000_tpi,_4:4:4:4.",2
3349,7675,4_Detail_of_a_model’s_anatomy_in_which_I_created_3d_objects..jpg,4_Detail_of_a_model’s_anatomy_in_which_I_created_3d_objects.,2
3350,7677,4_4k_macro_photography_with_macro_lenses_for_macro_photography_of_bugs_and_other_small_living_beings..jpg,4_4k_macro_photography_with_macro_lenses_for_macro_photography_of_bugs_and_other_small_living_beings.,2
3351,7679,"4_Two_iron_ore_in_stone_and_sand,_8_k..jpg","4_Two_iron_ore_in_stone_and_sand,_8_k.",2
3352,7698,4_One_ultra_detailed_palm_detail_in_a_close_up..jpg,4_One_ultra_detailed_palm_detail_in_a_close_up.,2
3353,7700,"4_Leaf_texture,_octane_render,_high_res,_ultra_detailed,_photorealistic,..jpg","4_Leaf_texture,_octane_render,_high_res,_ultra_detailed,_photorealistic,.",4
3354,7704,"4_2,_2_5_0_mm_sharp_lens,_wide_shot..jpg","4_2,_2_5_0_mm_sharp_lens,_wide_shot.",2
3355,7706,"4_Abstract_deco_artistic_design_work,_abstract_deco_painted_textures_in_natural_woodtones,_painterly_style,_stylized_and_simple,_r.jpg","4_Abstract_deco_artistic_design_work,_abstract_deco_painted_textures_in_natural_woodtones,_painterly_style,_stylized_and_simple,_r",4
3356,7723,"4_Hyperrealistic_super_macro_blood_red_blood_cells,_a_closeup_of_a_microscopic,_very_intricate,_ultra_detail_and_details_of_fracta.jpg","4_Hyperrealistic_super_macro_blood_red_blood_cells,_a_closeup_of_a_microscopic,_very_intricate,_ultra_detail_and_details_of_fracta",4
3357,7729,"4_Blood_vessels,_muscle_and_arteries,_made_with_blood_and_muscle,_texture_mapped_with_a_muscle,_hair,_skin,_veins..jpg","4_Blood_vessels,_muscle_and_arteries,_made_with_blood_and_muscle,_texture_mapped_with_a_muscle,_hair,_skin,_veins.",2
3359,7752,"4_The_walls,_ceiling,_and_floor_are_built_of_stone..jpg","4_The_walls,_ceiling,_and_floor_are_built_of_stone.",3
3360,7760,"4_Light,_soft_texture,_large_areas_of_shadow,_two_textures,_two_colors,_high_quality,_deep_inlaid,_exquisite,_artistic_composition.jpg","4_Light,_soft_texture,_large_areas_of_shadow,_two_textures,_two_colors,_high_quality,_deep_inlaid,_exquisite,_artistic_composition",2
3361,7765,4_4-5_minute_movie_from_the_inside_of_the_cell..jpg,4_4 5_minute_movie_from_the_inside_of_the_cell.,2
3362,7779,"4_Large_squares_of_different_colors,_rust_texture,_detailed,_part_of_the_photo_is_missing,_part_of_the_photo_is_missing..jpg","4_Large_squares_of_different_colors,_rust_texture,_detailed,_part_of_the_photo_is_missing,_part_of_the_photo_is_missing.",4
3363,7784,"4_A_pattern_of_3d_futuristic_sci-fi_concept_cars_by_zaha_hadid,_a_single_close-up,_ash_thorp_khyzyl_saleem..jpg","4_A_pattern_of_3d_futuristic_sci fi_concept_cars_by_zaha_hadid,_a_single_close up,_ash_thorp_khyzyl_saleem.",2
3364,7815,4_Water_waves_on_coral_reef_from_top_down_with_different_lighting_of_the_waves..jpg,4_Water_waves_on_coral_reef_from_top_down_with_different_lighting_of_the_waves.,4
3365,7818,4_Beautiful_close_up_of_a_flower_in_a_v..jpg,4_Beautiful_close_up_of_a_flower_in_a_v.,2
3366,7819,"4_5_10_0_mm,_2_8_0_mm,_and_7_3_0_mm,_f..jpg","4_5_10_0_mm,_2_8_0_mm,_and_7_3_0_mm,_f.",2
3367,7824,"4_2D,_3D_model_made_of_polystyrene_and_styrofoam..jpg","4_2D,_3D_model_made_of_polystyrene_and_styrofoam.",2
3368,7836,"4_Porto,_beach_of_a_white_sand_on_the_sea,_realistic,_closeup_of_an_old_wall..jpg","4_Porto,_beach_of_a_white_sand_on_the_sea,_realistic,_closeup_of_an_old_wall.",4
3369,7851,4_A_wide_open_landscape_with_sky_and_stars..jpg,4_A_wide_open_landscape_with_sky_and_stars.,2
3371,7862,"4_Contemporary_artist's_abstracted_style_abstracted_colorful,_abstract,_abstract,_organic_textures,_abstract_deco_artist,_contempo.jpg","4_Contemporary_artist's_abstracted_style_abstracted_colorful,_abstract,_abstract,_organic_textures,_abstract_deco_artist,_contempo",4
3372,7864,"4_Abstract_deco_art_of_chaotic_painted_textures_in_a_light,_dark,_grayed_painting..jpg","4_Abstract_deco_art_of_chaotic_painted_textures_in_a_light,_dark,_grayed_painting.",2
3373,7865,"4_2_k_hd,_photo-realistic_high_detail_view_of_a_car..jpg","4_2_k_hd,_photo realistic_high_detail_view_of_a_car.",2
3374,7866,"4_A_photo_of_a_plant_growing_in_different_textures,_plant_textures,_f_stop,_hyper_sharp,_sharp,_sharp,_ultra_soft,_vignette,_vigne.jpg","4_A_photo_of_a_plant_growing_in_different_textures,_plant_textures,_f_stop,_hyper_sharp,_sharp,_sharp,_ultra_soft,_vignette,_vigne",4
3375,7871,"4_Deep_view_of_a_model_car_in_water,_macro_photography,_hdr_4_k..jpg","4_Deep_view_of_a_model_car_in_water,_macro_photography,_hdr_4_k.",2
3376,7896,"4_Detailed_scan_of_a_portrait_with_a_magnifier,_made_of_tiny_threads_intricacy,_8_mm,_f..jpg","4_Detailed_scan_of_a_portrait_with_a_magnifier,_made_of_tiny_threads_intricacy,_8_mm,_f.",2
3377,7900,"4_Image_which_has_been_cropped,_part_of_the_image_is_missing,_realistic_details_and_detail_and_realistic_details,_different_colors.jpg","4_Image_which_has_been_cropped,_part_of_the_image_is_missing,_realistic_details_and_detail_and_realistic_details,_different_colors",4
3378,7908,4_A_close-up_image_of_3d_futuristic_sci-fi_white_and_gold-plated_concept_cars_by_z..jpg,4_A_close up_image_of_3d_futuristic_sci fi_white_and_gold plated_concept_cars_by_z.,2
3379,7909,4_The_title_is_an_image_that_represents_the_title_of_an_art_that_I_made..jpg,4_The_title_is_an_image_that_represents_the_title_of_an_art_that_I_made.,2
3380,7917,"4_High_resolution,_hi_res_image_of,_super_detailed,_3d,_4k,_8_k,_16_k..jpg","4_High_resolution,_hi_res_image_of,_super_detailed,_3d,_4k,_8_k,_16_k.",2
3381,7918,"4_Red_water_texture,_close_up_texture_on_ground_textures..jpg","4_Red_water_texture,_close_up_texture_on_ground_textures.",4
3383,7933,"4_Hand_painting,_abstract,_high_artistic_value,_realistic_and_detailed..jpg","4_Hand_painting,_abstract,_high_artistic_value,_realistic_and_detailed.",2
3384,7934,4_This_website_has_been_designed_for_the_new_millennium..jpg,4_This_website_has_been_designed_for_the_new_millennium.,2
3385,7936,4_Close_-_up_images_of_a_fish's_head..jpg,4_Close_ _up_images_of_a_fish's_head.,2
3387,7965,"4_The_light_of_the_moon,_the_light_of_the_sun,_and_all_the_things_in_between..jpg","4_The_light_of_the_moon,_the_light_of_the_sun,_and_all_the_things_in_between.",2
3388,7971,"4_2d_real_estate_ad,_text,_image_text-box_image,_6_figure_image,_ad_campaign..jpg","4_2d_real_estate_ad,_text,_image_text box_image,_6_figure_image,_ad_campaign.",2
3389,7984,"4_A_closeup_of_a_mushroom_gills_on_a_piece_of_paper_on_a_desk,_maximum_realism,_maximum_detail_closeup_on_topographical_macro_view.jpg","4_A_closeup_of_a_mushroom_gills_on_a_piece_of_paper_on_a_desk,_maximum_realism,_maximum_detail_closeup_on_topographical_macro_view",4
3390,7989,4_A_collection_of_oil_paintings_with_a_modern_abstract_feel..jpg,4_A_collection_of_oil_paintings_with_a_modern_abstract_feel.,2
3391,7992,4_The_shape_of_the_mushroom's_gills_are_very_realistic_in_terms_of_the_microscopic_patterns_and_depth_of_color..jpg,4_The_shape_of_the_mushroom's_gills_are_very_realistic_in_terms_of_the_microscopic_patterns_and_depth_of_color.,2
3392,8021,"4_A_close-up_of_a_vintage_car_inside_a_car_park_by_kryzys,_in_3d-close_up,_black_and_white,_and_vintage_photograph_that_is_a..jpg","4_A_close up_of_a_vintage_car_inside_a_car_park_by_kryzys,_in_3d close_up,_black_and_white,_and_vintage_photograph_that_is_a.",2
3393,8023,"4_Hyper_realistic_blood_on_oil,_hyper_realistic_blood,_3d_hyper_realistic,_photorealistic,_stunning_realistic_blood_colors,_2_k,_8.jpg","4_Hyper_realistic_blood_on_oil,_hyper_realistic_blood,_3d_hyper_realistic,_photorealistic,_stunning_realistic_blood_colors,_2_k,_8",2
3394,8032,4_Mineral_scan_of_iron_with_rust_to_get_the_effect_of_iron_ore_in_the_sand..jpg,4_Mineral_scan_of_iron_with_rust_to_get_the_effect_of_iron_ore_in_the_sand.,4
3395,8035,"4_A_leaf_texture,_shot_with_sony_a33,_sony_a65,_sony_a63,_sony_a63..jpg","4_A_leaf_texture,_shot_with_sony_a33,_sony_a65,_sony_a63,_sony_a63.",4
3396,8036,"4_Computer_and_animation_science_fiction,_3d_futuristic_sci-fi_cars_close-up,_model,_car,_car_sculpture..jpg","4_Computer_and_animation_science_fiction,_3d_futuristic_sci fi_cars_close up,_model,_car,_car_sculpture.",2
3397,8045,"4_The_back_of_a_plant_leaf_texture,_5k..jpg","4_The_back_of_a_plant_leaf_texture,_5k.",4
3398,8047,"4_Abstract_colors,_detailed,_complex,_abstract_style_of_photography,_with_light_and_dark_areas,_and_texture..jpg","4_Abstract_colors,_detailed,_complex,_abstract_style_of_photography,_with_light_and_dark_areas,_and_texture.",2
3399,8059,"4_Abstract_minimalist_art,_a_large_composition_with_a_large_square_shape_on_a_neutral_gray_color,_minimalistic_lines,_dark_lines_o.jpg","4_Abstract_minimalist_art,_a_large_composition_with_a_large_square_shape_on_a_neutral_gray_color,_minimalistic_lines,_dark_lines_o",4
3400,8061,"4_Macro_realistic_blood,_realistic_textures,_detailed,_vibrante_colors,_vivid_green_light,_colorful,_ultra_realistic,_octane_rende.jpg","4_Macro_realistic_blood,_realistic_textures,_detailed,_vibrante_colors,_vivid_green_light,_colorful,_ultra_realistic,_octane_rende",4
3401,8070,4_A_beautiful_macro_closeup_texture_of_a_sea_snail..jpg,4_A_beautiful_macro_closeup_texture_of_a_sea_snail.,4
3402,8072,4_A_3d_object_with_abstractly_animated_and_textured_colors:_hyper_realistic_looking..jpg,4_A_3d_object_with_abstractly_animated_and_textured_colors:_hyper_realistic_looking.,4
3403,8074,"4_4_k_realistic_close_up_photograph,_macro_photography,_realistic,_detailed,_close_up,_hyper_realistic_blood_close..jpg","4_4_k_realistic_close_up_photograph,_macro_photography,_realistic,_detailed,_close_up,_hyper_realistic_blood_close.",2
3404,8086,"4_Hyper_realistic_close_up_blood_on_tar,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_artstation,_octan.jpg","4_Hyper_realistic_close_up_blood_on_tar,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_artstation,_octan",2
3405,8090,"4_Abstract_illustration_of_a_flower_with_a_detailed_realistic_texture,_maximum_detailed_close_up_view,_maximum_detail..jpg","4_Abstract_illustration_of_a_flower_with_a_detailed_realistic_texture,_maximum_detailed_close_up_view,_maximum_detail.",4
3407,8092,"4_A_picture_of_an_abstracted_and_abstracted_watercolor_look_on_a_painting,_with_a_slight_focus_on_lines_and_abstract_color_blocks_.jpg","4_A_picture_of_an_abstracted_and_abstracted_watercolor_look_on_a_painting,_with_a_slight_focus_on_lines_and_abstract_color_blocks_",4
3409,8115,4_A_lot_of_detail_in_a_small_area..jpg,4_A_lot_of_detail_in_a_small_area.,2
3410,8118,"4_Wide_shot_inside_a_round_organic_structure_with_no_windows_or_doors,_made_of_fluffy_yarn_warm_tones_intricate_realistic_hyperdet.jpg","4_Wide_shot_inside_a_round_organic_structure_with_no_windows_or_doors,_made_of_fluffy_yarn_warm_tones_intricate_realistic_hyperdet",2
3411,8120,"4_Scattered_rusted_squares_on_a_grey,_smooth,_detailed..jpg","4_Scattered_rusted_squares_on_a_grey,_smooth,_detailed.",4
3412,8123,"4_Red_plants_in_front_with_the_top_part_of_the_plant_rising_with_white_light,_the_whole_thing_illuminated..jpg","4_Red_plants_in_front_with_the_top_part_of_the_plant_rising_with_white_light,_the_whole_thing_illuminated.",4
3413,8132,4_A_close-up_of_the_left_side_of_a_skull_with_detailed_skull_and_bone_fractures_which_have_the_colors_of_the_rainbow..jpg,4_A_close up_of_the_left_side_of_a_skull_with_detailed_skull_and_bone_fractures_which_have_the_colors_of_the_rainbow.,2
3414,8138,"4_Iron_ore_in_stone_texture,_8_k,_3..jpg","4_Iron_ore_in_stone_texture,_8_k,_3.",4
3415,8147,"4_The_image's_focal_point_moves_the_heart,_and_the_heart_pulls_the_audience_toward_the_point..jpg","4_The_image's_focal_point_moves_the_heart,_and_the_heart_pulls_the_audience_toward_the_point.",2
3416,8176,"4_Textures_for_use_in_architectural_3d_scenes,_high-resolution,_good_quality..jpg","4_Textures_for_use_in_architectural_3d_scenes,_high resolution,_good_quality.",4
3417,8177,"4_A_green_tube_shaped_object_in_a_glass_of_water,_floating,_looking_up_to_the_side,_with_soft_reflection_of_the_light_above_it,_wi.jpg","4_A_green_tube_shaped_object_in_a_glass_of_water,_floating,_looking_up_to_the_side,_with_soft_reflection_of_the_light_above_it,_wi",2
3418,8185,4_This_is_the_most_realistic_and_realistic_look..jpg,4_This_is_the_most_realistic_and_realistic_look.,2
3419,8187,"4_A_purple_and_blue_colored_mushroom,_from_the_bottom_up_view_of_delicate_details_of_the_gills_and_their_veins_with_a_little_glimp.jpg","4_A_purple_and_blue_colored_mushroom,_from_the_bottom_up_view_of_delicate_details_of_the_gills_and_their_veins_with_a_little_glimp",2
3420,8197,"4_Texture_of_a_car's_hood_in_detail_with_rust_and_dirt,_with_a_perfect_3d_curved_effect_by_Zbrush,_highly_realistic..jpg","4_Texture_of_a_car's_hood_in_detail_with_rust_and_dirt,_with_a_perfect_3d_curved_effect_by_Zbrush,_highly_realistic.",2
3421,8206,4_Microscopic_view_of_a_single_drop_of_water_through_a_glass_slide..jpg,4_Microscopic_view_of_a_single_drop_of_water_through_a_glass_slide.,2
3422,8215,"4_A_sea_urchin_spines,_with_the_spines,_realistic_cinema_4_d_render,_beach_background,_very_coherent,_very_detailed..jpg","4_A_sea_urchin_spines,_with_the_spines,_realistic_cinema_4_d_render,_beach_background,_very_coherent,_very_detailed.",2
3423,8228,"4_Hyper_realistic_microscopic_blood,_on_tar,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_art..jpg","4_Hyper_realistic_microscopic_blood,_on_tar,_intricate,_ultra_detailed,_photorealistic,_vibrante_colors,_trending_on_art.",2
3425,8241,"4_Long_vines,_short_brown_thorns_and_branches,_grey_background..jpg","4_Long_vines,_short_brown_thorns_and_branches,_grey_background.",4
3426,8242,"4_8_k_hd,_high_detail_photograph_of,_shot_with_5_0_l_l,_wide,_volum..jpg","4_8_k_hd,_high_detail_photograph_of,_shot_with_5_0_l_l,_wide,_volum.",2
3427,8248,"4_Texture_of_concrete_floor_in_the_round_building,_8_k..jpg","4_Texture_of_concrete_floor_in_the_round_building,_8_k.",4
3428,8261,"4_Small_triangles_or_square_of_orange_from_the_side_with_gray_lines_and_a_leaf_behind_with_very_little_detail,_colorized,_no_shado.jpg","4_Small_triangles_or_square_of_orange_from_the_side_with_gray_lines_and_a_leaf_behind_with_very_little_detail,_colorized,_no_shado",2
3429,8262,4_Stylized_water_based_abstract_textures_for_a_more_stylized_approach..jpg,4_Stylized_water_based_abstract_textures_for_a_more_stylized_approach.,4
3430,8269,"4_A_detailed_macro_close_up_of_a_leaf_on_grass_from_the_bottom,_maximum_realism,_maximum_detailed_close_up,_dramatic_lighting..jpg","4_A_detailed_macro_close_up_of_a_leaf_on_grass_from_the_bottom,_maximum_realism,_maximum_detailed_close_up,_dramatic_lighting.",4
3431,8270,"4_Black_screen,_4_k_hd,_low_detail_photograph,_in-focus,_taken_with_a_sharp_lens..jpg","4_Black_screen,_4_k_hd,_low_detail_photograph,_in focus,_taken_with_a_sharp_lens.",4
3432,8283,"4_A_fractal_texture_that_changes_shape_in_various_patterns_as_you_move_the_image_within_a_circle,_the_colours_change_as_you_look_a.jpg","4_A_fractal_texture_that_changes_shape_in_various_patterns_as_you_move_the_image_within_a_circle,_the_colours_change_as_you_look_a",2
3433,10195,"4_Macro_of_a_leaf,_realistic,_photorealistic_close_up,_transparent,_real_color,_beautiful_details,_photo_realistic..jpg","4_Macro_of_a_leaf,_realistic,_photorealistic_close_up,_transparent,_real_color,_beautiful_details,_photo_realistic.",4
3434,10212,4_A_2x3_foot_panorama_view_of_a_beach_in_norway_by_jon_h..jpg,4_A_2x3_foot_panorama_view_of_a_beach_in_norway_by_jon_h.,2
3435,10213,4_Wide_shot_inside_of_a_round_organic_structure_with_no_windows_or_doors..jpg,4_Wide_shot_inside_of_a_round_organic_structure_with_no_windows_or_doors.,2
3436,10228,"4_A_textured_seamless_stone_floor,_4x2_k,_with_normal_and_texture_maps..jpg","4_A_textured_seamless_stone_floor,_4x2_k,_with_normal_and_texture_maps.",4
3437,10229,"4_Hyper_realistic_super_closeup_blood_splatters_on_fabric,_made_by..jpg","4_Hyper_realistic_super_closeup_blood_splatters_on_fabric,_made_by.",2
3438,10230,"4_3D_print_of_one_square_of_red_brick_wall,_3:2_ratio,_10x8x8cm..jpg","4_3D_print_of_one_square_of_red_brick_wall,_3:2_ratio,_10x8x8cm.",2
3439,10231,"4_16_m_depth_depth_view,_high_definition,_16:9,_high_resolution..jpg","4_16_m_depth_depth_view,_high_definition,_16:9,_high_resolution.",2
3440,10233,4_A_hyperdetailed_photo_of_a_car_interior_and_exterior..jpg,4_A_hyperdetailed_photo_of_a_car_interior_and_exterior.,2
3441,10236,"4_A_long_black_and_red-orange_hair_and_one_long_dark-orange_hair_with_red_and_yellow_stripes_from_one_side,_one_white_and_light-ye.jpg","4_A_long_black_and_red orange_hair_and_one_long_dark orange_hair_with_red_and_yellow_stripes_from_one_side,_one_white_and_light ye",2
